hour, canon, id, Borda Pts, Borda pts norm, Borda Proportion, Borda Sum, Canon weight(aggregated votes for this canon)
19, equality ,16ae729b-3e58-4e52-9524-41ae74a1b29f,1,0.197368421,0.197368421,15,76
19, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.197368421,0.197368421,15,76
19, equality ,b72cd33d-1e34-441f-af01-d2235c52858e,1,0.197368421,0.197368421,15,76
19, needs ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,5,0.986842105,0.197368421,15,76
19, needs ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,4,0.789473684,0.197368421,15,76
19, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,5,0.986842105,0.197368421,15,76
19, needs ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,5,0.986842105,0.197368421,15,76
19, needs ,b72cd33d-1e34-441f-af01-d2235c52858e,5,0.986842105,0.197368421,15,76
19, needs ,16ae729b-3e58-4e52-9524-41ae74a1b29f,4,0.789473684,0.197368421,15,76
19, needs ,dd98f973-3eaf-45ab-a149-f45c7d162d22,4,0.789473684,0.197368421,15,76
19, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,4,0.789473684,0.197368421,15,76
19, needs ,3592667e-3aef-479e-bf78-226437a2ef06,3,0.592105263,0.197368421,15,76
19, needs ,e103972b-8c66-47b6-9c38-8219003f1e16,2,0.394736842,0.197368421,15,76
19, needs ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,3,0.592105263,0.197368421,15,76
19, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,3,0.592105263,0.197368421,15,76
19, needs ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.592105263,0.197368421,15,76
19, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.394736842,0.197368421,15,76
19, needs ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,1,0.197368421,0.197368421,15,76
19, needs ,91904946-01af-4240-9ffa-dde8a28fdfe2,2,0.394736842,0.197368421,15,76
19, needs ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,2,0.394736842,0.197368421,15,76
19, needs ,2836b64b-1cba-48df-a7e8-93cf1f128248,1,0.197368421,0.197368421,15,76
19, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,1,0.197368421,0.197368421,15,76
19, needs ,c8f34861-6aa9-46ef-b990-99c4b2390c28,1,0.197368421,0.197368421,15,76
20, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,5,0.986842105,0.197368421,15,76
20, equality ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,5,0.986842105,0.197368421,15,76
20, equality ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,4,0.789473684,0.197368421,15,76
20, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,4,0.789473684,0.197368421,15,76
20, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,3,0.592105263,0.197368421,15,76
20, equality ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,3,0.592105263,0.197368421,15,76
20, equality ,e103972b-8c66-47b6-9c38-8219003f1e16,2,0.394736842,0.197368421,15,76
20, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.394736842,0.197368421,15,76
20, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.197368421,0.197368421,15,76
20, equality ,3592667e-3aef-479e-bf78-226437a2ef06,1,0.197368421,0.197368421,15,76
20, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,5,0.986842105,0.197368421,15,76
20, needs ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,5,0.986842105,0.197368421,15,76
20, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,4,0.789473684,0.197368421,15,76
20, needs ,3592667e-3aef-479e-bf78-226437a2ef06,4,0.789473684,0.197368421,15,76
20, needs ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,3,0.592105263,0.197368421,15,76
20, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.592105263,0.197368421,15,76
20, needs ,e103972b-8c66-47b6-9c38-8219003f1e16,2,0.394736842,0.197368421,15,76
20, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,2,0.394736842,0.197368421,15,76
20, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,1,0.197368421,0.197368421,15,76
20, needs ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,1,0.197368421,0.197368421,15,76
21, equality ,c8f34861-6aa9-46ef-b990-99c4b2390c28,5,0.986842105,0.197368421,15,76
21, equality ,91904946-01af-4240-9ffa-dde8a28fdfe2,4,0.789473684,0.197368421,15,76
21, equality ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.592105263,0.197368421,15,76
21, equality ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,2,0.394736842,0.197368421,15,76
21, equality ,16ae729b-3e58-4e52-9524-41ae74a1b29f,1,0.197368421,0.197368421,15,76
21, needs ,16ae729b-3e58-4e52-9524-41ae74a1b29f,5,0.986842105,0.197368421,15,76
21, needs ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,4,0.789473684,0.197368421,15,76
21, needs ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.592105263,0.197368421,15,76
21, needs ,91904946-01af-4240-9ffa-dde8a28fdfe2,2,0.394736842,0.197368421,15,76
21, needs ,c8f34861-6aa9-46ef-b990-99c4b2390c28,1,0.197368421,0.197368421,15,76
7, equality ,9399384b-9842-4c73-a4da-7e5878aba476,5,0.974025974,0.194805195,15,77
7, equality ,2836b64b-1cba-48df-a7e8-93cf1f128248,5,0.974025974,0.194805195,15,77
7, equality ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,5,0.974025974,0.194805195,15,77
7, equality ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,4,0.779220779,0.194805195,15,77
7, equality ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,4,0.779220779,0.194805195,15,77
7, equality ,373e20fa-1caf-4ff8-9275-3565754c3afc,4,0.779220779,0.194805195,15,77
7, equality ,23cc6486-42de-4866-b69d-0ddc17147319,3,0.584415584,0.194805195,15,77
7, equality ,dd98f973-3eaf-45ab-a149-f45c7d162d22,3,0.584415584,0.194805195,15,77
7, equality ,e103972b-8c66-47b6-9c38-8219003f1e16,3,0.584415584,0.194805195,15,77
7, equality ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,2,0.38961039,0.194805195,15,77
7, equality ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,2,0.38961039,0.194805195,15,77
7, equality ,88a21769-c0be-4354-b0d2-d921853d8751,2,0.38961039,0.194805195,15,77
7, equality ,b72cd33d-1e34-441f-af01-d2235c52858e,1,0.194805195,0.194805195,15,77
7, equality ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,1,0.194805195,0.194805195,15,77
7, equality ,3592667e-3aef-479e-bf78-226437a2ef06,1,0.194805195,0.194805195,15,77
7, needs ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,5,0.974025974,0.194805195,15,77
7, needs ,373e20fa-1caf-4ff8-9275-3565754c3afc,5,0.974025974,0.194805195,15,77
7, needs ,b72cd33d-1e34-441f-af01-d2235c52858e,5,0.974025974,0.194805195,15,77
7, needs ,3592667e-3aef-479e-bf78-226437a2ef06,4,0.779220779,0.194805195,15,77
7, needs ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,4,0.779220779,0.194805195,15,77
7, needs ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,4,0.779220779,0.194805195,15,77
7, needs ,9399384b-9842-4c73-a4da-7e5878aba476,3,0.584415584,0.194805195,15,77
7, needs ,e103972b-8c66-47b6-9c38-8219003f1e16,3,0.584415584,0.194805195,15,77
7, needs ,dd98f973-3eaf-45ab-a149-f45c7d162d22,3,0.584415584,0.194805195,15,77
7, needs ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,2,0.38961039,0.194805195,15,77
7, needs ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,2,0.38961039,0.194805195,15,77
7, needs ,88a21769-c0be-4354-b0d2-d921853d8751,2,0.38961039,0.194805195,15,77
7, needs ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,1,0.194805195,0.194805195,15,77
7, needs ,23cc6486-42de-4866-b69d-0ddc17147319,1,0.194805195,0.194805195,15,77
7, needs ,2836b64b-1cba-48df-a7e8-93cf1f128248,1,0.194805195,0.194805195,15,77
16, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,5,0.974025974,0.194805195,15,77
16, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,4,0.779220779,0.194805195,15,77
16, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,3,0.584415584,0.194805195,15,77
16, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.38961039,0.194805195,15,77
16, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.194805195,0.194805195,15,77
16, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,5,0.974025974,0.194805195,15,77
16, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,4,0.779220779,0.194805195,15,77
16, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.584415584,0.194805195,15,77
16, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.38961039,0.194805195,15,77
16, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,1,0.194805195,0.194805195,15,77
17, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,5,0.974025974,0.194805195,15,77
17, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,4,0.779220779,0.194805195,15,77
17, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,3,0.584415584,0.194805195,15,77
17, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.38961039,0.194805195,15,77
17, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.194805195,0.194805195,15,77
17, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,5,0.974025974,0.194805195,15,77
17, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,4,0.779220779,0.194805195,15,77
17, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.584415584,0.194805195,15,77
17, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.38961039,0.194805195,15,77
17, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,1,0.194805195,0.194805195,15,77
18, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,5,0.974025974,0.194805195,15,77
18, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,4,0.779220779,0.194805195,15,77
18, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,3,0.584415584,0.194805195,15,77
18, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.38961039,0.194805195,15,77
18, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.194805195,0.194805195,15,77
18, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,5,0.974025974,0.194805195,15,77
18, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,4,0.779220779,0.194805195,15,77
18, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.584415584,0.194805195,15,77
18, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.38961039,0.194805195,15,77
18, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,1,0.194805195,0.194805195,15,77
20, equality ,23cc6486-42de-4866-b69d-0ddc17147319,5,0.974025974,0.194805195,15,77
20, equality ,373e20fa-1caf-4ff8-9275-3565754c3afc,4,0.779220779,0.194805195,15,77
20, equality ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,3,0.584415584,0.194805195,15,77
20, equality ,88a21769-c0be-4354-b0d2-d921853d8751,2,0.38961039,0.194805195,15,77
20, equality ,9399384b-9842-4c73-a4da-7e5878aba476,1,0.194805195,0.194805195,15,77
20, needs ,9399384b-9842-4c73-a4da-7e5878aba476,5,0.974025974,0.194805195,15,77
20, needs ,23cc6486-42de-4866-b69d-0ddc17147319,4,0.779220779,0.194805195,15,77
20, needs ,373e20fa-1caf-4ff8-9275-3565754c3afc,3,0.584415584,0.194805195,15,77
20, needs ,88a21769-c0be-4354-b0d2-d921853d8751,2,0.38961039,0.194805195,15,77
20, needs ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,1,0.194805195,0.194805195,15,77
21, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,5,0.961538462,0.192307692,15,78
21, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,4,0.769230769,0.192307692,15,78
21, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,3,0.576923077,0.192307692,15,78
21, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,2,0.384615385,0.192307692,15,78
21, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.192307692,0.192307692,15,78
21, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,5,0.961538462,0.192307692,15,78
21, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,4,0.769230769,0.192307692,15,78
21, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,3,0.576923077,0.192307692,15,78
21, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,2,0.384615385,0.192307692,15,78
21, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,1,0.192307692,0.192307692,15,78
22, equality ,c8f34861-6aa9-46ef-b990-99c4b2390c28,5,0.961538462,0.192307692,15,78
22, equality ,23cc6486-42de-4866-b69d-0ddc17147319,5,0.961538462,0.192307692,15,78
22, equality ,91904946-01af-4240-9ffa-dde8a28fdfe2,4,0.769230769,0.192307692,15,78
22, equality ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,4,0.769230769,0.192307692,15,78
22, equality ,373e20fa-1caf-4ff8-9275-3565754c3afc,3,0.576923077,0.192307692,15,78
22, equality ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.576923077,0.192307692,15,78
22, equality ,9399384b-9842-4c73-a4da-7e5878aba476,2,0.384615385,0.192307692,15,78
22, equality ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,2,0.384615385,0.192307692,15,78
22, equality ,16ae729b-3e58-4e52-9524-41ae74a1b29f,1,0.192307692,0.192307692,15,78
22, equality ,88a21769-c0be-4354-b0d2-d921853d8751,1,0.192307692,0.192307692,15,78
22, needs ,16ae729b-3e58-4e52-9524-41ae74a1b29f,5,0.961538462,0.192307692,15,78
22, needs ,9399384b-9842-4c73-a4da-7e5878aba476,5,0.961538462,0.192307692,15,78
22, needs ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,4,0.769230769,0.192307692,15,78
22, needs ,23cc6486-42de-4866-b69d-0ddc17147319,4,0.769230769,0.192307692,15,78
22, needs ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.576923077,0.192307692,15,78
22, needs ,373e20fa-1caf-4ff8-9275-3565754c3afc,3,0.576923077,0.192307692,15,78
22, needs ,88a21769-c0be-4354-b0d2-d921853d8751,2,0.384615385,0.192307692,15,78
22, needs ,91904946-01af-4240-9ffa-dde8a28fdfe2,2,0.384615385,0.192307692,15,78
22, needs ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,1,0.192307692,0.192307692,15,78
22, needs ,c8f34861-6aa9-46ef-b990-99c4b2390c28,1,0.192307692,0.192307692,15,78
2, equality ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,5,0.949367089,0.189873418,15,79
2, equality ,91904946-01af-4240-9ffa-dde8a28fdfe2,4,0.759493671,0.189873418,15,79
2, equality ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,3,0.569620253,0.189873418,15,79
2, equality ,c8f34861-6aa9-46ef-b990-99c4b2390c28,2,0.379746835,0.189873418,15,79
2, equality ,16ae729b-3e58-4e52-9524-41ae74a1b29f,1,0.189873418,0.189873418,15,79
2, needs ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,5,0.949367089,0.189873418,15,79
2, needs ,91904946-01af-4240-9ffa-dde8a28fdfe2,4,0.759493671,0.189873418,15,79
2, needs ,16ae729b-3e58-4e52-9524-41ae74a1b29f,3,0.569620253,0.189873418,15,79
2, needs ,c8f34861-6aa9-46ef-b990-99c4b2390c28,2,0.379746835,0.189873418,15,79
2, needs ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,1,0.189873418,0.189873418,15,79
2, equality ,b72cd33d-1e34-441f-af01-d2235c52858e,5,0.9375,0.1875,15,80
2, equality ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,5,0.9375,0.1875,15,80
2, equality ,2836b64b-1cba-48df-a7e8-93cf1f128248,4,0.75,0.1875,15,80
2, equality ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,4,0.75,0.1875,15,80
2, equality ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,3,0.5625,0.1875,15,80
2, equality ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,3,0.5625,0.1875,15,80
2, equality ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,2,0.375,0.1875,15,80
2, equality ,e103972b-8c66-47b6-9c38-8219003f1e16,2,0.375,0.1875,15,80
2, equality ,dd98f973-3eaf-45ab-a149-f45c7d162d22,1,0.1875,0.1875,15,80
2, equality ,3592667e-3aef-479e-bf78-226437a2ef06,1,0.1875,0.1875,15,80
2, needs ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,5,0.9375,0.1875,15,80
2, needs ,b72cd33d-1e34-441f-af01-d2235c52858e,5,0.9375,0.1875,15,80
2, needs ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,4,0.75,0.1875,15,80
2, needs ,3592667e-3aef-479e-bf78-226437a2ef06,4,0.75,0.1875,15,80
2, needs ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,3,0.5625,0.1875,15,80
2, needs ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,3,0.5625,0.1875,15,80
2, needs ,dd98f973-3eaf-45ab-a149-f45c7d162d22,2,0.375,0.1875,15,80
2, needs ,e103972b-8c66-47b6-9c38-8219003f1e16,2,0.375,0.1875,15,80
2, needs ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,1,0.1875,0.1875,15,80
2, needs ,2836b64b-1cba-48df-a7e8-93cf1f128248,1,0.1875,0.1875,15,80
3, equality ,c8f34861-6aa9-46ef-b990-99c4b2390c28,5,0.9375,0.1875,15,80
3, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,5,0.9375,0.1875,15,80
3, equality ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,4,0.75,0.1875,15,80
3, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,4,0.75,0.1875,15,80
3, equality ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.5625,0.1875,15,80
3, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,3,0.5625,0.1875,15,80
3, equality ,91904946-01af-4240-9ffa-dde8a28fdfe2,2,0.375,0.1875,15,80
3, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,2,0.375,0.1875,15,80
3, equality ,16ae729b-3e58-4e52-9524-41ae74a1b29f,1,0.1875,0.1875,15,80
3, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,1,0.1875,0.1875,15,80
3, needs ,91904946-01af-4240-9ffa-dde8a28fdfe2,5,0.9375,0.1875,15,80
3, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,5,0.9375,0.1875,15,80
3, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,4,0.75,0.1875,15,80
3, needs ,16ae729b-3e58-4e52-9524-41ae74a1b29f,4,0.75,0.1875,15,80
3, needs ,11a8a9d3-7814-4e66-b207-ccf40d0a4c38,3,0.5625,0.1875,15,80
3, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.5625,0.1875,15,80
3, needs ,c8f34861-6aa9-46ef-b990-99c4b2390c28,2,0.375,0.1875,15,80
3, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,2,0.375,0.1875,15,80
3, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.1875,0.1875,15,80
3, needs ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,1,0.1875,0.1875,15,80
2, equality ,88a21769-c0be-4354-b0d2-d921853d8751,5,0.914634146,0.182926829,15,82
2, equality ,373e20fa-1caf-4ff8-9275-3565754c3afc,4,0.731707317,0.182926829,15,82
2, equality ,23cc6486-42de-4866-b69d-0ddc17147319,3,0.548780488,0.182926829,15,82
2, equality ,9399384b-9842-4c73-a4da-7e5878aba476,2,0.365853659,0.182926829,15,82
2, equality ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,1,0.182926829,0.182926829,15,82
2, needs ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,5,0.914634146,0.182926829,15,82
2, needs ,373e20fa-1caf-4ff8-9275-3565754c3afc,4,0.731707317,0.182926829,15,82
2, needs ,9399384b-9842-4c73-a4da-7e5878aba476,3,0.548780488,0.182926829,15,82
2, needs ,23cc6486-42de-4866-b69d-0ddc17147319,2,0.365853659,0.182926829,15,82
2, needs ,88a21769-c0be-4354-b0d2-d921853d8751,1,0.182926829,0.182926829,15,82
3, equality ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,5,0.914634146,0.182926829,15,82
3, equality ,9399384b-9842-4c73-a4da-7e5878aba476,5,0.914634146,0.182926829,15,82
3, equality ,88a21769-c0be-4354-b0d2-d921853d8751,4,0.731707317,0.182926829,15,82
3, equality ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,4,0.731707317,0.182926829,15,82
3, equality ,e103972b-8c66-47b6-9c38-8219003f1e16,3,0.548780488,0.182926829,15,82
3, equality ,23cc6486-42de-4866-b69d-0ddc17147319,3,0.548780488,0.182926829,15,82
3, equality ,373e20fa-1caf-4ff8-9275-3565754c3afc,2,0.365853659,0.182926829,15,82
3, equality ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,2,0.365853659,0.182926829,15,82
3, equality ,3592667e-3aef-479e-bf78-226437a2ef06,1,0.182926829,0.182926829,15,82
3, equality ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,1,0.182926829,0.182926829,15,82
3, needs ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,5,0.914634146,0.182926829,15,82
3, needs ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,5,0.914634146,0.182926829,15,82
3, needs ,1a592839-d0c7-4ffe-8faf-f1fa3b8c626e,4,0.731707317,0.182926829,15,82
3, needs ,373e20fa-1caf-4ff8-9275-3565754c3afc,4,0.731707317,0.182926829,15,82
3, needs ,e103972b-8c66-47b6-9c38-8219003f1e16,3,0.548780488,0.182926829,15,82
3, needs ,9399384b-9842-4c73-a4da-7e5878aba476,3,0.548780488,0.182926829,15,82
3, needs ,3592667e-3aef-479e-bf78-226437a2ef06,2,0.365853659,0.182926829,15,82
3, needs ,23cc6486-42de-4866-b69d-0ddc17147319,2,0.365853659,0.182926829,15,82
3, needs ,88a21769-c0be-4354-b0d2-d921853d8751,1,0.182926829,0.182926829,15,82
3, needs ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,1,0.182926829,0.182926829,15,82
2, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,5,0.882352941,0.176470588,15,85
2, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,4,0.705882353,0.176470588,15,85
2, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,3,0.529411765,0.176470588,15,85
2, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,2,0.352941176,0.176470588,15,85
2, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,1,0.176470588,0.176470588,15,85
2, needs ,0fd9da96-794a-4f26-9205-f103e52a3ea6,5,0.882352941,0.176470588,15,85
2, needs ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,4,0.705882353,0.176470588,15,85
2, needs ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.529411765,0.176470588,15,85
2, needs ,636bb22e-0354-4154-a3d4-cfc35b4e6075,2,0.352941176,0.176470588,15,85
2, needs ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,1,0.176470588,0.176470588,15,85
3, equality ,2836b64b-1cba-48df-a7e8-93cf1f128248,5,0.882352941,0.176470588,15,85
3, equality ,b72cd33d-1e34-441f-af01-d2235c52858e,4,0.705882353,0.176470588,15,85
3, equality ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,3,0.529411765,0.176470588,15,85
3, equality ,dd98f973-3eaf-45ab-a149-f45c7d162d22,2,0.352941176,0.176470588,15,85
3, equality ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,1,0.176470588,0.176470588,15,85
3, needs ,b72cd33d-1e34-441f-af01-d2235c52858e,5,0.882352941,0.176470588,15,85
3, needs ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,4,0.705882353,0.176470588,15,85
3, needs ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,3,0.529411765,0.176470588,15,85
3, needs ,dd98f973-3eaf-45ab-a149-f45c7d162d22,2,0.352941176,0.176470588,15,85
3, needs ,2836b64b-1cba-48df-a7e8-93cf1f128248,1,0.176470588,0.176470588,15,85
1, equality ,7fa9c3d9-6ac0-4e3d-af49-19fcb2cd9154,5,1,0.2,30,150
1, equality ,9399384b-9842-4c73-a4da-7e5878aba476,5,1,0.2,30,150
1, equality ,0fd9da96-794a-4f26-9205-f103e52a3ea6,5,1,0.2,30,150
1, equality ,c8f34861-6aa9-46ef-b990-99c4b2390c28,5,1,0.2,30,150
1, equality ,eea2a064-62c7-4b4c-a07d-58b5a5b1000f,5,1,0.2,30,150
1, equality ,c77ff30d-1e76-40ec-b230-1a9162e3fab1,4,0.8,0.2,30,150
1, equality ,dd98f973-3eaf-45ab-a149-f45c7d162d22,4,0.8,0.2,30,150
1, equality ,3592667e-3aef-479e-bf78-226437a2ef06,4,0.8,0.2,30,150
1, equality ,c08dbbfd-78f4-46c0-ae19-0b8fc18485ce,4,0.8,0.2,30,150
1, equality ,16ae729b-3e58-4e52-9524-41ae74a1b29f,4,0.8,0.2,30,150
1, equality ,e103972b-8c66-47b6-9c38-8219003f1e16,3,0.6,0.2,30,150
1, equality ,f0495904-0e2b-4fd9-a5e8-8ee92ba0c87c,3,0.6,0.2,30,150
1, equality ,71bd3da0-190a-4e0d-9f1c-b41c7d98f7bb,3,0.6,0.2,30,150
1, equality ,373e20fa-1caf-4ff8-9275-3565754c3afc,3,0.6,0.2,30,150
1, equality ,a03653c3-dcb9-4904-87d8-1ebd7011cbf5,3,0.6,0.2,30,150
1, equality ,23cc6486-42de-4866-b69d-0ddc17147319,2,0.4,0.2,30,150
1, equality ,8add56af-2a5b-4c88-b8d0-5cd93c6943dd,2,0.4,0.2,30,150
1, equality ,91904946-01af-4240-9ffa-dde8a28fdfe2,2,0.4,0.2,30,150
1, equality ,b72cd33d-1e34-441f-af01-d2235c52858e,2,0.4,0.2,30,150
1, equality ,6b9a569a-ec51-4a63-bfac-5e196d0e5824,2,0.4,0.2,30,150
1, equality ,636bb22e-0354-4154-a3d4-cfc35b4e6075,1,0.2,0.2,30,150
