1.14,1.52,1.28,1,1.11,1.01,1.64,2.08,2.63,1.97,2.67,3,2.38,2.61,1.71,2.25,3.12,3.1,3.68,1.94,3.87,2.13,2.37,2.95
2.74,2.65,2.51,1.73,1.64,1.29,0.97,2.07,3.22,3.19,3.1,1.71,2.15,3.37,2.02,3.64,3.63,6,5.81,6.69,5.81,4.72,4.05,3.61
3.13,3.47,3.2,3.03,4.01,3.79,4.56,5.95,6.22,5.48,4.39,3.88,5.14,3.76,3.93,3.77,3.75,3.51,2.8,2.51,2.64,1.99,1.5,2.06
1.38,1.24,0.97,1.31,1.37,0.99,1.01,0.99,1.19,1.51,1.63,1.31,1.04,2.64,1.99,1.64,1.79,2.3,1.95,1.87,1.93,2.09,1.11,1.23
3.83,2.41,1.07,1.07,1.12,1.15,1.43,2.36,2.04,3.33,2.81,3.01,2.95,2.05,1.97,2.58,2.89,2.9,3.2,2.88,2.85,2.97,3.13,2.91
2.79,2.89,2.77,2.72,2.51,2.5,2.82,3.1,3.53,3.35,3.36,4.32,4.56,4.47,4.71,4.64,4.52,4.52,3.12,2.98,1.59,1.73,1.96,1.89
1.5,1.62,1.73,1.85,2.12,1.73,1.4,1.4,1.32,1.8,2.15,2.39,2.58,2.25,2.6,2.33,2.83,3.15,2.74,2.2,1.15,1.31,1.36,1.15
